id,年龄,每月补贴积分,自理能力,居住情况,性别,婚姻状况,留存天数,观察期最后一次购买日期,第一次,最后一次,花费积分总数,总次数,月均次数,次均积分,家政服务,精神慰藉,生活照料,医疗保健,最大消费积分数,购买概率,购买天数,时间间隔,用户流失,最后一次距离12/31天数
1755,91,100,3,偶居,1,1,517,2020/6/8,2019/1/8,2020/9/29,795,56,3.249516441,14.19642857,4,0,52,0,64,1.931034483,29,17.82758621,1,458
1756,90,200,2,偶居,1,1,512,2020/6/12,2019/1/17,2021/12/9,2419,34,1.9921875,71.14705882,34,0,0,0,100,1.789473684,19,26.94736842,0,22
1757,90,100,3,独居,1,1,499,2020/6/9,2019/1/27,2021/12/5,700,19,1.142284569,36.84210526,19,0,0,0,52,3.8,5,99.8,0,26
1758,90,100,3,与配偶及子女同住,1,1,474,2020/6/23,2019/3/7,2021/12/19,1120,25,1.582278481,44.8,25,0,0,0,80,4.166666667,6,79,0,12
1759,90,100,3,与子女同住,0,1,538,2020/6/26,2019/1/5,2021/10/14,1260,34,1.895910781,37.05882353,32,0,0,2,60,3.777777778,9,59.77777778,1,78
1760,90,100,3,独居,0,1,307,2019/12/19,2019/2/15,2021/12/23,1167.2,27,2.638436482,43.22962963,23,0,0,4,150,3.857142857,7,43.85714286,0,8
1761,89,100,3,与子女同住,1,3,41,2019/7/8,2019/5/28,2021/12/24,684,57,41.70731707,12,0,0,57,0,12,1.965517241,29,1.413793103,0,7
1762,89,100,3,与配偶及子女同住,1,3,371,2020/6/18,2019/6/13,2021/12/8,953,28,2.264150943,34.03571429,25,0,3,0,64,3.5,8,46.375,0,23
1763,89,200,2,偶居,1,1,520,2020/6/10,2019/1/7,2021/12/29,2475.4,54,3.115384615,45.84074074,53,0,1,0,80,3.176470588,17,30.58823529,0,2
1764,89,100,3,偶居,1,3,56,2019/4/30,2019/3/5,2021/12/23,360,30,16.07142857,12,0,0,30,0,12,1,30,1.866666667,0,8
1765,89,100,3,偶居,0,0,129,2019/7/5,2019/2/26,2020/9/6,612,51,11.86046512,12,0,0,51,0,12,1.888888889,27,4.777777778,1,481
1766,89,100,3,与配偶及子女同住,1,1,337,2019/12/24,2019/1/21,2021/12/10,725,14,1.246290801,51.78571429,12,0,0,2,80,2.8,5,67.4,0,21
1767,88,100,3, ,0,1,308,2020/6/29,2019/8/26,2021/4/20,1330,31,3.019480519,42.90322581,31,0,0,0,80,3.875,8,38.5,1,255
1768,88,100,3,与子女同住,1,1,418,2020/6/9,2019/4/18,2021/12/25,1207.8,40,2.870813397,30.195,35,0,0,5,48,3.636363636,11,38,0,6
1769,88,100,3,偶居,1,1,497,2020/6/8,2019/1/28,2021/12/18,459,12,0.724346076,38.25,11,0,1,0,64,3,4,124.25,0,13
1770,88,100,3,偶居,1,1,287,2019/11/13,2019/1/30,2021/3/30,598,34,3.554006969,17.58823529,7,0,27,0,64,2.125,16,17.9375,1,276
1771,88,300,1,与子女同住,0,3,205,2019/7/31,2019/1/7,2021/10/21,768,64,9.365853659,12,0,0,64,0,12,1.422222222,45,4.555555556,1,71
1772,88,300,1,与子女同住,1,1,510,2020/6/8,2019/1/15,2021/12/26,3132,82,4.823529412,38.19512195,78,0,0,4,120,3.727272727,22,23.18181818,0,5
1773,88,100,3,与子女同住,1,0,275,2019/12/4,2019/3/4,2021/4/26,584,32,3.490909091,18.25,8,0,24,0,56,2.285714286,14,19.64285714,1,249
1774,88,100,3, ,1,1,308,2020/1/11,2019/3/9,2021/10/18,862,21,2.045454545,41.04761905,19,0,0,2,90,3.5,6,51.33333333,1,74
1775,88,200,2,偶居,1,1,132,2019/7/29,2019/3/19,2021/12/7,1272,106,24.09090909,12,0,0,106,0,12,2,53,2.490566038,0,24
1776,88,200,2,与子女同住,0,0,200,2019/7/26,2019/1/7,2021/6/24,952,40,6,23.8,0,0,40,0,24,1.052631579,38,5.263157895,1,190
1777,88,100,3,偶居,0,1,462,2020/6/12,2019/3/8,2021/7/23,797.2,18,1.168831169,44.28888889,16,0,2,0,70,3.6,5,92.4,1,161
1778,88,100,3,偶居,1,3,140,2019/5/29,2019/1/9,2021/12/30,600,49,10.5,12.24489796,0,0,49,0,24,1.884615385,26,5.384615385,0,1
1779,88,100,3,偶居,1,1,82,2019/8/12,2019/5/22,2020/7/10,744,47,17.19512195,15.82978723,0,0,44,3,86.4,1.88,25,3.28,1,539
1780,87,100,3, ,1,3,479,2020/6/23,2019/3/2,2021/9/2,1546,42,2.630480167,36.80952381,42,0,0,0,60,3.818181818,11,43.54545455,1,120
1781,87,100,3,独居,0,3,511,2020/6/13,2019/1/19,2021/12/27,1280,28,1.643835616,45.71428571,28,0,0,0,180,3.5,8,63.875,0,4
1782,87,100,3,偶居,1,1,283,2019/12/14,2019/3/6,2021/12/11,906.4,61,6.466431095,14.85901639,4,0,54,3,68,1.967741935,31,9.129032258,0,20
1783,87,200,2,偶居,1,0,353,2020/1/3,2019/1/15,2021/12/22,2175.2,85,7.223796034,25.59058824,14,0,56,15,80,1.545454545,55,6.418181818,0,9
1784,87,200,2,与配偶及子女同住,0,3,287,2020/1/10,2019/3/29,2021/12/27,2544.8,55,5.74912892,46.26909091,46,0,2,7,237,4.583333333,12,23.91666667,0,4
1785,87,300,1,与配偶及子女同住,0,1,362,2020/1/5,2019/1/8,2021/12/19,3629.2,84,6.961325967,43.2047619,78,0,2,4,80,3.652173913,23,15.73913043,0,12
1786,87,200,2,偶居,1,1,127,2019/5/22,2019/1/15,2021/3/29,768,64,15.11811024,12,0,0,64,0,12,2,32,3.96875,1,277
1787,87,100,3,与子女同住,1,3,539,2020/6/30,2019/1/8,2020/12/30,1438.6,43,2.393320965,33.45581395,9,0,10,24,105.6,1.869565217,23,23.43478261,1,366
1788,86,200,3,与配偶及子女同住,1,1,439,2020/6/27,2019/4/15,2021/12/11,1079,66,4.510250569,16.34848485,12,0,50,4,48,2.275862069,29,15.13793103,0,20
1789,86,100,3,与配偶及子女同住,0,0,228,2019/8/23,2019/1/7,2021/9/16,804,32,4.210526316,25.125,0,0,30,2,64.8,1.066666667,30,7.6,1,106
1790,86,100,3,偶居,1,1,277,2019/10/23,2019/1/19,2021/10/12,561.2,25,2.707581227,22.448,11,0,14,0,60,2.777777778,9,30.77777778,1,80
1791,86,100,3,与子女同住,0,1,459,2020/6/28,2019/3/27,2021/12/29,1235.8,27,1.764705882,45.77037037,25,0,0,2,90,4.5,6,76.5,0,2
1792,86,100,3,与子女同住,0,0,472,2020/6/7,2019/2/21,2021/12/8,992.8,49,3.11440678,20.26122449,14,0,35,0,63.2,1.96,25,18.88,0,23
1793,86,200,2,偶居,0,1,474,2020/6/6,2019/2/18,2020/11/14,1130,56,3.544303797,20.17857143,13,0,41,2,100,1.302325581,43,11.02325581,1,412
1794,86,100,3,与子女同住,1,3,426,2020/6/16,2019/4/17,2021/6/18,178,7,0.492957746,25.42857143,4,0,3,0,48,2.333333333,3,142,1,196
1795,86,100,3,偶居,1,1,310,2019/11/16,2019/1/10,2021/12/21,951.2,63,6.096774194,15.0984127,3,0,53,7,64,1.431818182,44,7.045454545,0,10
1796,86,100,3,与子女同住,0,1,19,2019/4/17,2019/3/29,2021/6/20,208.6,7,7,29.8,0,0,0,7,40.2,1.166666667,6,3.166666667,1,194
1797,86,100,3,与子女同住,0,1,516,2020/6/19,2019/1/20,2021/10/18,1320.4,40,2.325581395,33.01,25,0,1,14,52,3.333333333,12,43,1,74
1798,86,100,3,偶居,0,3,59,2020/1/17,2019/11/19,2020/7/13,115.2,2,1.016949153,57.6,2,0,0,0,57.6,1,2,29.5,1,536
1799,86,100,3,偶居,1,1,162,2019/11/5,2019/5/27,2020/8/31,997.8,68,12.59259259,14.67352941,0,0,58,10,40.2,2.060606061,33,4.909090909,1,487
1800,86,100,3,偶居,0,1,239,2019/12/19,2019/4/24,2021/12/30,961,25,3.138075314,38.44,12,0,1,12,88,3.571428571,7,34.14285714,0,1
1801,86,100,3,与子女同住,1,1,467,2020/6/8,2019/2/27,2021/12/30,1010.2,61,3.91862955,16.56065574,11,0,50,0,60,2.178571429,28,16.67857143,0,1
1802,86,100,3,偶居,1,1,527,2020/6/17,2019/1/7,2021/12/7,1392,31,1.764705882,44.90322581,28,0,3,0,88,3.1,10,52.7,0,24
1803,86,100,3,与子女同住,1,1,531,2020/6/25,2019/1/11,2021/12/3,1358.4,40,2.259887006,33.96,25,0,15,0,65.6,1.818181818,22,24.13636364,0,28
1804,86,100,3,与子女同住,1,0,409,2020/6/13,2019/5/1,2021/12/30,672,20,1.466992665,33.6,20,0,0,0,60,5,4,102.25,0,1
1805,86,100,3,偶居,1,1,326,2019/12/5,2019/1/13,2020/10/19,729.2,49,4.509202454,14.88163265,7,0,42,0,55.2,2.130434783,23,14.17391304,1,438
1806,85,100,3,与配偶及子女同住,1,0,303,2019/11/28,2019/1/29,2021/12/15,1049,25,2.475247525,41.96,25,0,0,0,68,3.571428571,7,43.28571429,0,16
1808,85,100,3,与子女同住,1,1,365,2020/1/15,2019/1/15,2021/7/15,692,32,2.630136986,21.625,0,0,32,0,24,1.066666667,30,12.16666667,1,169
1809,85,100,3,与配偶及子女同住,1,3,521,2020/6/11,2019/1/7,2021/9/15,1392.2,39,2.245681382,35.6974359,7,0,14,18,102.4,2.052631579,19,27.42105263,1,107
1810,85,100,3,与配偶及子女同住,1,0,517,2020/6/27,2019/1/27,2021/12/5,1587,29,1.6827853,54.72413793,29,0,0,0,204,3.222222222,9,57.44444444,0,26
1811,85,100,3,与子女同住,1,1,457,2020/6/12,2019/3/13,2021/12/18,1275.2,47,3.085339168,27.13191489,0,0,28,19,90,1.305555556,36,12.69444444,0,13
1812,85,100,3,与配偶及子女同住,1,1,263,2019/12/16,2019/3/28,2021/12/20,262,7,0.798479087,37.42857143,7,0,0,0,56,3.5,2,131.5,0,11
1813,85,100,3,偶居,1,1,240,2019/12/11,2019/4/15,2020/7/6,772.4,54,6.75,14.3037037,4,0,50,0,60,2.076923077,26,9.230769231,1,543
1814,85,100,3,与子女同住,0,1,530,2020/6/23,2019/1/10,2021/12/21,1242.6,63,3.566037736,19.72380952,5,0,58,0,276,1.105263158,57,9.298245614,0,10
1815,85,200,2,偶居,1,1,509,2020/6/7,2019/1/15,2021/12/15,2562.2,153,9.017681729,16.74640523,12,0,116,25,72,2.217391304,69,7.376811594,0,16
1816,85,300,1,与子女同住,0,3,531,2020/6/26,2019/1/12,2021/12/8,4168,45,2.542372881,92.62222222,45,0,0,0,160,3.214285714,14,37.92857143,0,23
1817,85,100,3,偶居,0,1,469,2020/6/10,2019/2/27,2020/11/16,924,52,3.326226013,17.76923077,11,0,41,0,60,2,26,18.03846154,1,410
1818,85,100,3,独居,1,1,520,2020/6/19,2019/1/16,2021/12/23,1598,18,1.038461538,88.77777778,17,1,0,0,160,3,6,86.66666667,0,8
1819,85,100,3,与配偶及子女同住,1,3,249,2019/12/15,2019/4/10,2021/12/24,688,18,2.168674699,38.22222222,16,0,0,2,60,4.5,4,62.25,0,7
1820,85,100,3,偶居,1,1,263,2020/6/9,2019/9/20,2021/12/9,678,15,1.711026616,45.2,15,0,0,0,72,3.75,4,65.75,0,22
1822,85,100,3,偶居,1,1,123,2019/5/25,2019/1/22,2020/9/29,598,44,10.73170732,13.59090909,3,0,41,0,56,1.833333333,24,5.125,1,458
1823,85,100,3,与配偶及子女同住,1,1,150,2019/12/24,2019/7/27,2021/7/8,919.6,14,2.8,65.68571429,14,0,0,0,276,4.666666667,3,50,1,176
1824,85,100,3, ,0,1,468,2020/6/15,2019/3/5,2021/10/13,1036.4,72,4.615384615,14.39444444,5,0,67,0,100,1.043478261,69,6.782608696,1,79
1825,85,100,3,与子女同住,1,1,332,2019/12/5,2019/1/7,2020/11/20,834.4,34,3.072289157,24.54117647,0,0,28,6,73.6,1.214285714,28,11.85714286,1,406
1826,85,100,3,与子女同住,0,3,301,2019/12/26,2019/2/28,2021/10/15,911,64,6.378737542,14.234375,4,0,58,2,60,1.103448276,58,5.189655172,1,77
1827,85,100,3,偶居,0,1,49,2019/4/22,2019/3/4,2020/11/17,588,49,30,12,0,0,49,0,12,1.96,25,1.96,1,409
1828,85,100,3,偶居,0,3,101,2019/6/13,2019/3/4,2021/10/19,590,41,12.17821782,14.3902439,4,0,37,0,56,2.05,20,5.05,1,73
1829,85,100,3,偶居,1,1,347,2019/12/30,2019/1/17,2021/10/15,862,62,5.360230548,13.90322581,4,0,58,0,60,2,31,11.19354839,1,77
1831,85,100,3,与子女同住,0,1,292,2019/12/28,2019/3/11,2021/7/15,854,35,3.595890411,24.4,5,0,30,0,48,1.166666667,30,9.733333333,1,169
1832,85,100,3,偶居,1,1,389,2020/6/13,2019/5/21,2021/11/26,1297.2,21,1.619537275,61.77142857,7,0,3,11,150,2.625,8,48.625,1,35
1833,85,100,3,偶居,1,1,304,2020/1/13,2019/3/15,2021/12/14,735,20,1.973684211,36.75,20,0,0,0,60,3.333333333,6,50.66666667,0,17
1834,84,100,3,偶居,0,1,362,2020/6/10,2019/6/14,2021/12/29,670.4,16,1.325966851,41.9,14,0,0,2,60,3.2,5,72.4,0,2
1835,84,100,3,偶居,0,1,23,2019/7/11,2019/6/18,2021/9/1,264,22,22,12,0,0,22,0,12,1.692307692,13,1.769230769,1,121
1836,84,100,3,偶居,1,1,225,2019/11/1,2019/3/21,2021/10/23,891.6,57,7.6,15.64210526,0,0,36,21,40.2,2.111111111,27,8.333333333,1,69
1837,84,100,3,与子女同住,1,3,362,2020/6/22,2019/6/26,2021/12/5,729.6,19,1.574585635,38.4,19,0,0,0,60,4.75,4,90.5,0,26
1838,84,100,3,偶居,0,1,272,2019/12/11,2019/3/14,2021/11/1,1135,70,7.720588235,16.21428571,3,0,50,17,58.4,1.627906977,43,6.325581395,1,60
1839,84,100,3,偶居,1,1,148,2019/12/29,2019/8/3,2021/12/13,718,12,2.432432432,59.83333333,12,0,0,0,264,4,3,49.33333333,0,18
1840,85,100,3,偶居,1,3,184,2019/7/12,2019/1/9,2020/12/15,696,57,9.293478261,12.21052632,0,0,57,0,24,1.965517241,29,6.344827586,1,381
1841,84,100,3,独居,0,1,332,2019/12/23,2019/1/25,2020/12/17,747,54,4.879518072,13.83333333,4,0,50,0,72,1.08,50,6.64,1,379
1842,84,100,3,偶居,0,3,298,2019/12/21,2019/2/26,2021/12/6,582,47,4.731543624,12.38297872,0,0,46,1,30,1.88,25,11.92,0,25
1843,84,100,3,偶居,1,1,158,2019/12/27,2019/7/22,2020/9/14,1168.8,53,10.06329114,22.05283019,0,0,16,37,40.2,2.65,20,7.9,1,473
1844,84,100,3,偶居,1,1,335,2019/12/10,2019/1/9,2020/12/14,848.4,62,5.552238806,13.68387097,3,0,57,2,54.4,2.066666667,30,11.16666667,1,382
1845,84,100,3,偶居,0,1,511,2020/6/12,2019/1/18,2021/12/14,1278.4,27,1.585127202,47.34814815,27,0,0,0,180,3.375,8,63.875,0,17
1846,84,100,3,与子女同住,1,1,353,2020/6/22,2019/7/5,2021/12/17,1024.8,29,2.464589235,35.33793103,25,0,0,4,60.8,3.222222222,9,39.22222222,0,14
1847,84,100,3,与其他人同住,1,3,390,2020/6/9,2019/5/16,2021/3/18,458,10,0.769230769,45.8,10,0,0,0,60,5,2,195,1,288
1848,84,100,3, ,1,1,457,2020/6/12,2019/3/13,2021/12/17,1002,13,0.853391685,77.07692308,10,0,3,0,348,2.166666667,6,76.16666667,0,14
1849,84,100,3,与子女同住,0,1,422,2020/6/18,2019/4/23,2020/12/29,1441.8,39,2.772511848,36.96923077,20,0,6,13,110.4,3,13,32.46153846,1,367
1850,84,100,3,偶居,0,3,465,2020/6/8,2019/3/1,2021/11/24,652,35,2.258064516,18.62857143,8,0,27,0,64,2.1875,16,29.0625,1,37
1851,84,300,1,偶居,1,1,230,2019/12/10,2019/4/24,2021/12/19,1841.6,54,7.043478261,34.1037037,10,0,3,41,240,3.375,16,14.375,0,12
1852,84,100,3,与配偶及子女同住,0,1,533,2020/6/29,2019/1/13,2021/12/25,1374.1,38,2.138836773,36.16052632,38,0,0,0,110,3.454545455,11,48.45454545,0,6
1853,84,100,3,偶居,0,1,516,2020/6/9,2019/1/10,2021/12/29,1174,35,2.034883721,33.54285714,21,0,9,5,105,3.181818182,11,46.90909091,0,2
1855,84,100,3,与子女同住,0,1,396,2020/6/19,2019/5/20,2021/12/13,1320.2,22,1.666666667,60.00909091,8,0,3,11,150,3.666666667,6,66,0,18
1856,84,100,3,偶居,1,1,166,2019/11/23,2019/6/10,2021/9/11,371.8,10,1.807228916,37.18,10,0,0,0,60,3.333333333,3,55.33333333,1,111
1857,84,100,3,偶居,1,1,495,2020/6/8,2019/1/30,2021/9/30,1115.8,63,3.818181818,17.71111111,18,0,45,0,48.8,2.1,30,16.5,1,92
1858,84,100,3,与子女同住,1,1,346,2019/12/26,2019/1/14,2021/10/18,1184.6,40,3.468208092,29.615,0,0,34,6,150,1.481481481,27,12.81481481,1,74
1860,84,100,3,独居,0,1,243,2019/12/24,2019/4/25,2021/12/21,545,13,1.604938272,41.92307692,13,0,0,0,60,4.333333333,3,81,0,10
1861,84,200,2,与子女同住,0,2,531,2020/6/29,2019/1/15,2020/12/16,2568.2,143,8.079096045,17.95944056,12,0,85,46,80,1.361904762,105,5.057142857,1,380
1862,84,100,3,偶居,0,3,43,2019/5/29,2019/4/16,2021/10/29,528,44,30.69767442,12,0,0,44,0,12,2,22,1.954545455,1,63
1863,84,100,3,偶居,1,3,515,2020/6/21,2019/1/23,2021/12/18,1350,43,2.504854369,31.39534884,13,0,8,22,153.6,2.15,20,25.75,0,13
1864,84,100,3,偶居,1,1,340,2019/12/21,2019/1/15,2021/12/12,818,41,3.617647059,19.95121951,8,0,32,1,80,2.157894737,19,17.89473684,0,19
1865,84,100,3,独居,0,1,457,2020/6/11,2019/3/12,2021/12/14,1142,45,2.95404814,25.37777778,20,0,23,2,70,1.607142857,28,16.32142857,0,17
1866,84,100,3,偶居,1,1,503,2020/6/10,2019/1/24,2021/12/1,1312,34,2.027833002,38.58823529,34,0,0,0,64,4.25,8,62.875,0,30
1867,83,100,3,偶居,1,3,152,2019/12/17,2019/7/18,2021/12/27,415,24,4.736842105,17.29166667,4,0,20,0,60,2.181818182,11,13.81818182,0,4
1868,84,100,3,与子女同住,0,1,160,2019/6/19,2019/1/10,2020/11/12,600,50,9.375,12,0,0,50,0,12,1.315789474,38,4.210526316,1,414
1869,84,100,3,偶居,1,1,184,2019/7/31,2019/1/28,2020/8/10,418,7,1.141304348,59.71428571,7,0,0,0,112,3.5,2,92,1,508
1870,84,100,3,偶居,1,3,257,2019/11/2,2019/2/18,2020/12/5,406,10,1.167315175,40.6,7,0,3,0,80,2,5,51.4,1,391
1871,83,100,3,与子女同住,0,3,523,2020/6/21,2019/1/15,2021/12/15,1434,61,3.499043977,23.50819672,17,0,44,0,168,1.848484848,33,15.84848485,0,16
1872,84,100,3, ,1,1,360,2020/6/27,2019/7/3,2020/11/9,1235.6,33,2.75,37.44242424,33,0,0,0,80,4.714285714,7,51.42857143,1,417
1873,83,100,3,偶居,1,1,251,2019/12/4,2019/3/28,2021/12/22,800,34,4.06374502,23.52941176,4,0,30,0,312,2.125,16,15.6875,0,9
1874,83,100,3,偶居,1,3,382,2020/6/19,2019/6/3,2021/3/15,1341.6,49,3.848167539,27.37959184,5,0,0,44,90,2.578947368,19,20.10526316,1,291
1875,83,100,3,独居,0,1,505,2020/6/13,2019/1/25,2021/12/28,1190,22,1.306930693,54.09090909,17,0,3,2,104,2.75,8,63.125,0,3
1876,83,100,3,偶居,0,1,469,2020/6/9,2019/2/26,2021/12/24,1195,18,1.151385928,66.38888889,18,0,0,0,104,3,6,78.16666667,0,7
1877,83,100,3,偶居,0,1,479,2020/6/22,2019/3/1,2021/12/21,1355.8,74,4.634655532,18.32162162,16,0,58,0,120,1.193548387,62,7.725806452,0,10
1878,83,100,3,偶居,1,1,25,2019/6/3,2019/5/9,2021/12/10,408,34,34,12,0,0,34,0,12,2,17,1.470588235,0,21
1879,83,100,3,偶居,1,1,168,2019/12/12,2019/6/27,2021/12/14,746,23,4.107142857,32.43478261,8,0,0,15,60,3.833333333,6,28,0,17
1880,83,100,3,偶居,1,1,478,2020/6/10,2019/2/18,2021/12/3,1286,37,2.322175732,34.75675676,37,0,0,0,120,4.111111111,9,53.11111111,0,28
1881,83,100,3,偶居,1,1,530,2020/6/21,2019/1/8,2021/12/13,1349.4,70,3.962264151,19.27714286,8,0,50,12,80,2.1875,32,16.5625,0,18
1883,83,100,3,偶居,0,1,389,2020/6/22,2019/5/30,2021/12/20,213,10,0.771208226,21.3,4,0,4,2,60,3.333333333,3,129.6666667,0,11
1884,83,100,3,偶居,0,1,350,2019/12/23,2019/1/7,2020/9/29,844,56,4.8,15.07142857,4,0,50,2,64,1.076923077,52,6.730769231,1,458
1885,83,200,,,0,1,189,2020/1/10,2019/7/5,2021/12/15,1949,34,5.396825397,57.32352941,26,0,8,0,150,4.25,8,23.625,0,16
1886,83,100,3,偶居,1,1,322,2020/1/14,2019/2/26,2021/2/4,198,15,1.397515528,13.2,1,0,14,0,30,1.25,12,26.83333333,1,330
1887,83,100,3,与配偶及子女同住,0,1,252,2019/9/20,2019/1/11,2021/12/28,588,28,3.333333333,21,4,0,24,0,54.4,1.75,16,15.75,0,3
1888,83,100,3,偶居,0,1,101,2019/5/30,2019/2/18,2021/5/19,594,42,12.47524752,14.14285714,3,0,39,0,56,2,21,4.80952381,1,226
1889,83,100,3,与配偶及子女同住,1,1,410,2020/6/9,2019/4/26,2021/12/19,1391.25,29,2.12195122,47.97413793,29,0,0,0,103.6,4.142857143,7,58.57142857,0,12
1890,83,100,3,偶居,0,1,47,2019/4/22,2019/3/6,2021/12/30,396,33,21.06382979,12,0,0,33,0,12,1.941176471,17,2.764705882,0,1
1891,83,100,3,偶居,1,1,279,2019/12/26,2019/3/22,2021/9/1,731,59,6.344086022,12.38983051,1,0,58,0,35,1.966666667,30,9.3,1,121
1892,83,100,3,偶居,0,1,356,2020/6/30,2019/7/10,2021/12/21,1597,19,1.601123596,84.05263158,19,0,0,0,200,3.8,5,71.2,0,10
1894,83,100,3,偶居,1,1,279,2019/12/30,2019/3/26,2020/12/17,1078.8,70,7.52688172,15.41142857,4,0,58,8,60,2.1875,32,8.71875,1,379
1895,83,100,3,偶居,1,1,198,2019/12/4,2019/5/20,2021/12/15,446,29,4.393939394,15.37931034,4,0,25,0,56,1.933333333,15,13.2,0,16
1896,83,100,3,偶居,0,3,144,2019/7/29,2019/3/7,2021/12/16,696,58,12.08333333,12,0,0,58,0,12,2,29,4.965517241,0,15
1897,83,100,3,偶居,0,1,477,2020/6/9,2019/2/18,2021/12/30,1216,71,4.465408805,17.12676056,7,0,49,15,56,1.267857143,56,8.517857143,0,1
1898,83,100,3,偶居,1,1,504,2020/6/11,2019/1/24,2021/12/30,424.8,24,1.428571429,17.7,5,0,19,0,60,2,12,42,0,1
1899,83,200,3,与配偶及子女同住,1,1,191,2020/1/16,2019/7/9,2021/10/29,1798,31,4.869109948,58,24,0,7,0,100,4.428571429,7,27.28571429,1,63
1900,83,100,3,偶居,1,1,196,2019/7/25,2019/1/10,2021/11/24,696,58,8.87755102,12,0,0,58,0,12,2,29,6.75862069,1,37
1901,83,100,3,偶居,1,1,224,2019/11/11,2019/4/1,2021/12/16,944,55,7.366071429,17.16363636,0,0,34,21,40.2,2.291666667,24,9.333333333,0,15
1902,83,100,3,偶居,0,1,125,2019/7/10,2019/3/7,2021/12/19,588,49,11.76,12,0,0,49,0,12,1.96,25,5,0,12
1903,83,100,3,与配偶及子女同住,1,1,334,2019/12/6,2019/1/6,2021/2/27,622,18,1.616766467,34.55555556,12,0,6,0,80,3,6,55.66666667,1,307
1904,83,100,3,独居,0,1,346,2019/12/26,2019/1/14,2021/12/31,1182.5,35,3.034682081,33.78571429,8,0,5,22,80,2.1875,16,21.625,0,0
1905,83,100,3,偶居,1,3,195,2019/12/30,2019/6/18,2021/12/5,611,26,4,23.5,0,0,2,24,40.2,2.6,10,19.5,0,26
1906,83,100,3,偶居,1,1,472,2020/6/7,2019/2/21,2021/12/28,1033,37,2.351694915,27.91891892,14,0,23,0,56,1.48,25,18.88,0,3
1907,83,100,3,与配偶及子女同住,1,1,6,2020/6/26,2020/6/20,2021/12/12,316,10,10,31.6,10,0,0,0,48,5,2,3,0,19
1908,83,100,3,与配偶及子女同住,1,1,51,2019/12/25,2019/11/4,2021/2/7,532,14,8.235294118,38,10,0,0,4,64,4.666666667,3,17,1,327
1909,82,100,3,偶居,0,1,105,2019/9/6,2019/5/24,2021/12/27,464.8,36,10.28571429,12.91111111,0,0,33,3,40.2,1.090909091,33,3.181818182,0,4
1910,82,100,3,偶居,1,1,224,2019/12/19,2019/5/9,2021/12/28,847,43,5.758928571,19.69767442,7,0,25,11,62,1.791666667,24,9.333333333,0,3
1911,82,100,3,偶居,1,1,384,2020/6/2,2019/5/15,2021/12/11,729,28,2.1875,26.03571429,20,0,8,0,48,2.8,10,38.4,0,20
1912,82,100,3,与配偶及子女同住,0,1,183,2020/6/12,2019/12/12,2021/5/28,1025.5,23,3.770491803,44.58695652,4,0,0,19,92,2.875,8,22.875,1,217
1913,82,100,3,与子女同住,0,1,205,2020/6/3,2019/11/11,2021/12/3,305.8,9,1.317073171,33.97777778,9,0,0,0,64.8,4.5,2,102.5,0,28
1914,82,100,3,偶居,1,1,219,2020/6/8,2019/11/2,2021/12/2,631,15,2.054794521,42.06666667,12,0,1,2,64,3.75,4,54.75,0,29
1915,82,100,3,独居,0,1,189,2020/6/23,2019/12/17,2021/12/17,572,17,2.698412698,33.64705882,17,0,0,0,48,4.25,4,47.25,0,14
1916,82,100,3,偶居,1,3,171,2020/6/8,2019/12/20,2021/4/15,400.8,10,1.754385965,40.08,10,0,0,0,70.4,5,2,85.5,1,260
1917,82,100,3,与配偶及子女同住,0,0,252,2020/6/18,2019/10/10,2021/4/2,258,6,0.714285714,43,6,0,0,0,64,3,2,126,1,273
1918,82,100,3,偶居,0,1,141,2020/6/9,2020/1/20,2020/11/24,276,7,1.489361702,39.42857143,7,0,0,0,80,3.5,2,70.5,1,402
1919,82,100,3,与配偶及子女同住,1,1,165,2020/6/10,2019/12/28,2021/12/16,294.7,9,1.636363636,32.74444444,9,0,0,0,48,4.5,2,82.5,0,15
1920,82,100,3,与配偶及子女同住,1,1,2,2019/12/26,2019/12/24,2021/12/27,107.3,4,4,26.825,3,0,1,0,48.8,2,2,1,0,4
1921,82,100,3,偶居,1,1,18,2020/6/28,2020/6/10,2021/3/23,316,9,9,35.11111111,9,0,0,0,48,4.5,2,9,1,283
1922,78,500,3,偶居,1,1,264,2019/10/12,2019/1/21,2020/11/23,1414.4,44,5,32.14545455,44,0,0,0,48.8,4.888888889,9,29.33333333,1,403
1923,71,500,3,与子女同住,0,1,307,2020/6/26,2019/8/24,2021/12/25,3910,40,3.908794788,97.75,39,0,1,0,600,3.636363636,11,27.90909091,0,6
1924,84,200,2, ,0,1,493,2020/6/4,2019/1/28,2021/12/1,2439.6,23,1.39959432,106.0695652,23,0,0,0,499.2,2.875,8,61.625,0,30
1925,82,100,3,与配偶及子女同住,0,1,259,2020/6/8,2019/9/23,2021/12/26,738,14,1.621621622,52.71428571,14,0,0,0,88,3.5,4,64.75,0,5
1926,90,200,2,与子女同住,0,3,507,2020/6/19,2019/1/29,2021/1/14,2734,34,2.01183432,80.41176471,33,0,1,0,166.5,2.833333333,12,42.25,1,351
1927,89,100,3, ,1,1,46,2020/1/16,2019/12/1,2021/12/30,274.6,7,4.565217391,39.22857143,7,0,0,0,77.6,3.5,2,23,0,1
